Publisher Name,Publisher Registry Id,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,Time lag
Fairtrade Belgium,fairtrade_be,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fairtrade Labelling Organizations International e.V.,fairtrade_international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Family Aids Caring Trust,fact,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Family Counseling and Development Foundation,fcdf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Family Life Education Program,flepuganda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Farm Concern International,fci,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fauna & Flora International,ffi_publisher,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Feed the Minds,ftm-291333,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fiabel,fiabel,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Field Ready, USA",field_ready,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fiftyfifty,fiftyfifty-lb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Financial Sector Deepening Trust (Kenya),fsdk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Financial Sector Deepening Uganda,fsduganda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Find Your Feet,fyf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Finn Church Aid (Kirkon Ulkomaanapu sr),fca,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fondo Centroamericano de Mujeres,fcam,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fonds voor Ontwikkelingssamenwerking - Socialistische Solidariteit VZW,fos,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Forests Monitor,fm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Forum Universitaire pour la Coopération Internationale au Développement -FUCID ASBL,fucid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Forum for Africa Women Educationalist Regional Secretariat,fawe-rs,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Free Press Unlimited,free_press_unlimited,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Freedom Forum,ff,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Friends of Kipkelion,kipkelion,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Friends of Publish What You Fund,friendsofpwyf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Friends of the Earth England, Wales and Northern Ireland",foe_ewni,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Friends of the Earth-Ghana,foe-ghana,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fundacion Acceso,fundacion-acceso,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fundación Oriéntame,orientame,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fundo de Investimento e Patrimonio do Abastecimento de Água (FIPAG),fipag,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
GEMS Education Solutions,mgcubed,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
GEOMOUN ASBL,geomoun,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
GPPAC Foundation,gppac,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Gender Links,gl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Girls Not Brides: The Global Partnership to End Child Marriage,girlsnotbrides,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
GiveDirectly,givedirectly,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Action Nepal,gan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Alliance for TB Drug Development,tb-a,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Anaesthesia Development Partnerships,gadp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Focus,globaltfokus,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Green Growth Institute (GGGI),gggi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Network of Sex Work Projects (NSWP),nswp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Partnership for Education,gpe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Rights Compliance,grc2018,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Water Partnership,gwp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Global Witness,globalwitness,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
GlobalGiving.org,globalgiving,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Greater Virunga Transboundary Collaboration,gvtc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ground Truth Solutions,ground-truth-solutions,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Groupe Pivot Santé Population,gpsp-org,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Grow Movement,growmovement_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
HE Foundation,hefoundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
HM Treasury,hmtfitb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
HTSPE,htspe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Hagar International UK,hagar_uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Haiti Hospital Appeal,hha,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Hand in Hand International,handinhand,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Handicap International Belgique,hib,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Health Development Initiative,hdi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Health Insurance Fund,hif,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
HealthProm,hp_12,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Healthright International-Kenya,hri,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Heartland Alliance International,ha-i,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Heifer International South Africa,hsa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Heifer Nederland,heifernederland,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Helvetas Swiss Intercooperation,hsi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Hilfswerk Austria Zimbabwe,hwa-zm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Homeless International,hi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Horizons for Green Development,horizons,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Hospice Africa Ltd,hauk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Human Relief Foundation,hrf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
I Choose Life Africa,ke-ngc-3372,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ICA:UK,icauk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ICS,ics,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IDB Invest,idbinvest,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IDEO.org,ideo_org,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IDH Investment Management B.V.,idh_im,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IDOM INGENIERIA,idom_mx,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IDinsight,idinsight,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IFOAM - Organics International,ifoam,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IHE Delft Institute for Water Education,ihedelft,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IMD Moçambique,imdmozambique,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
INTERNATIONAL DISABILITY ALLIANCE,ida,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IREX (International Research and Exchange Board),irex,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IT for Change,itforchange,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ITECO - Centre de formation pour le développement,iteco,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ibrahimia Media Center,imc-2021,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Iles de Paix,idp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Impunity Watch,iw_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Index Initiative Foundation,iif,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Indigo Trust,indtrust,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Iniciativa Climatica de Mexico,icm_mx,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Innovate UK KTN,ktn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Institut National de l'Eau, Benin",ine_benin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Institut de Formation Syndical International - Internationaal Syndicaal Vormingsinstituut,ifsi_isvi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Institute for International Workers Education,iiwe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Institute for Policy Research and Advocacy (ELSAM),elsam,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Institute for War & Peace Reporting,iwpr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Institute of Tropical Medicine,itm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
InterAction,interaction,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
InterAction's NGO Aid Map,ia_nam,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
InterClimate Network,icn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Interact Worldwide,iww_publish,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Aids Vaccine Initiative (IAVI),iavi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Bureau of Fiscal Documentation (IBFD),ibfd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Centre for Migration Policy Development,icmpd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Centre of Insect Physiology and Ecology (icipe),icipe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Child Development Initiatives,icdi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Council of Voluntary Agencies,icva,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Federation of Accountants,ifac,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Fertilizer Development Center,ifdc-us,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Initiative for Impact Evaluation,3ie,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Labour Organization (ILO),ilo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Monetary Fund,imf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International NGO Safety Orgnisation,inso,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Network for Bamboo and Rattan (INBAR),inbar,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Network of People who Use Drugs (INPUD),inpud_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Procurement Agency,ipa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Service,unais,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Trade Centre (ITC),itc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Treatment Preparedness Coalition (ITPC),itpc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Union for Conservation of Nature and Natural Resources,iucn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Women's Development Agency,iwda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
International Youth Alliance for Family Planning,iyafp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
IntraHealth International,intrahealth,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Iringa Development of Youth, Disabled and Children Care",idydc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Japan International Cooperation Agency (JICA),jica,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Jeevika Trust,jeevika_trust,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Jinja district union of persons with disabilities,jidu2021,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
JoWomenomics,jowomenomics,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Johns Hopkins University,gi-jhu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Jordan River Foundation,jrf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
KIYO,kiyo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kadaster International,kad,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Karuna Mission Social Solidarity - KMSS,kmss,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Karuna Trust,karuna,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kathmandu Medical College Public Limited,kmc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kemitraan Bagi Pembaruan Tata Pemerintahan,kemitraan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kenya Community Development Foundation,kcdf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kenya National Commission on Human Rights,knchr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kenya Private Sector Alliance,kepsa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kepa ry,kepa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kesho Kenya,kesho_kenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kisumu Medical and Education Trust,kmet,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Koninklijk Nederlands Meteorologisch Instituut,knmi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
KwaAfrica,kwaafrica,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kwame Nkrumah University of Science and Technology,knust,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Kyiv School of Economics and Management,kse,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
LAMB Health Care Foundation,lhcf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
LEAD International,lead_international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
LIWA programme trust,liwa-admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Land Equity International,lei,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Landell Mills,landell-mills,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Larive International,larive,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Laïcité et Humanisme en Afrique Centrale (LHAC),lhac,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Leaders of Tomorrow,sqf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Learning for Life,learningforlife,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Lepra,lepra,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Light For The World Belgium,lftw-be,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Link Community Development Scotland,lcds,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Lithuania, Ministry of Foreign Affairs",lithuania_mfa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Lively Minds,livelyminds,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Living Earth Foundation,livingearth12,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Local Development and Small Projects Support,ldsps,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Louvain Coopération,lc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
MADE in Europe,mie-1134415,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
MAMTA - Health Institute for Mother and Child,mamta_himc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
MICAIA,mic-uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Maastricht School of Management,msm-ipd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Makerere University School of Public Health,maksph,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mastercard Foundation,mastercard-foundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Maxwell Stamp PLC,mstamp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
McKinsey & Company,mck,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
McKinsey Development Partners,mdp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
MedAccess Guarantee Limited,medaccess,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Medair,medair,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Medecins du Monde Belgique - Dokters van de Wereld Belgïe,medecins,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Medecins du Monde France,mdm-fr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Media Development Investment Fund,mdif,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Medical Research Centre (MRC), Sierra Leone",mrc-sierra-leone,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Medicos del Mundo,mdm_spain,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Memisa,memisa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Meningitis Research Foundation,mrf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mensen met een Missie,mm1,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mercy Corps Global,mcg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mercy Corps Netherlands,mcn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mercy-USA for Aid and Development,mercy-usa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Micro Insurance Academy,mia_india,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
MicroLoan Foundation,mlf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Miel Maya Honing asbl,mmha,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ministry of Foreign Affairs - United Arab Emirates (UAE),mofaic_uae,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ministry of Foreign Affairs of  Japan,mofa-jpn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ministry of Foreign and European Affairs of the Slovak Republic,slovakaid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Montrose International LLP,montrose_llp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Mukisa Foundation,mukisa_foundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Musalaha Ministry of Reconciliation,mmr_admin2,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Muslim Aid,muslimaid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Médecins Sans Vacances,msv,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
NGO Federation of Nepal,nfn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
NIRAS A/S,niras,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
NKHOMA MISSION HOSPITAL,nmhiati,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
NLR,nlr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
NLR Indonesia,nlr_indonesia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
NORSAAC,norsaac,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Namati, Inc",namati_inc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
National Coalition of Human Rights Defenders - Kenya,nchrdk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Natural Resource Governance Institute (NRGI),nrgi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Natural Resources Institute, University of Greenwich.",nri,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Nature and Development Foundation,ndf_fgm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Near East Foundation (NEF USA),nef_usa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Near East Foundation Mali (NEF Mali),nef_mali,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Near East Foundation UK (NEF UK),nef-uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Neem Foundation,neem,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Nepal Disabled Human Rights Center,dhrc_nepal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Netherlands Organisation for Scientific Research (NWO),nwo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Network For Enterprise Enhancement and Development Support,needs,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Network for Africa,network4africa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
New York University,nyu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ngo-federatie (Vlaamse federatie van ngo's voor ontwikkelingssamenwerking),ngo-federatie,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Northern Network for Education Development,nned,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Northern Rangelands Trust,nrt-kenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"NpM, Platform for Inclusive Finance",npm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ODI Sales Limited,odi_sales_ltd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Okapi Consulting,okapiconsulting,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Olamma Cares Foundation,olammacares,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
One Acre Fund,oneacrefund,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
One Young World,oyw,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
One to One Children's Fund,onetoonecf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
OpenNorth,opennorth,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Opportunity International Savings and Loans Ltd,oisl_gh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Orbis Africa,orbis_africa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Oxfam America,oxfamus,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Oxfam India,oxfamindia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Oxfam Intermón,oxfamintermon,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Oxfam Wereldwinkels,oww,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PHASE Nepal,phase-nepal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PONT,pont,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PRACTICA Foundation,practica,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PRI Association,pri_icf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Panos Institute West Africa (PIWA),ipao,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Paradigm Initiative,paradigm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Peace Brigades International,pbi_io,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Penal Reform International,pri,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
People In Aid,peopleinaid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
People's Process on Housing and Poverty in Zambia,pphpz,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Plan International Belgium,pib,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Plan International Finland,planinternationalfinland,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Plan International USA,plan_usa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Plan Ireland Charitable Assistance Limited,plan_ireland,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Pontis Foundation,pontis,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Population Media Center,pmc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Population Services Kenya,pskenya_19,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Population Services and Training Centre (PSTC),pstc_1102,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
PositiveNegatives,posneg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Power International,power,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Pragya India,pragya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Prince Claus Fund,pcf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Private Infrastructure Development Group,pidg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Progressio (closed),progressio,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Project Harar,phe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Promundo-US,pmo-us,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Protecting Families Against HIV/AIDS,prefa_1,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Pump Aid,pumpaid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Queen Rania Foundation for Education and Development,qrfed,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Quinoa,quinoa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
RAIN Foundation (former),rainfoundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
RUAF Foundation,ruaf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rabo Partnerships,rabo_partnerships,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Radio La Benevolencija,rlb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rahnuma-Family Planning Assocation of Pakistan,rfpap,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Railway Children Africa,rc2africa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rainforest Alliance,rainforest-alliance,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Reach A Hand Uganda,rahuug,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Red Cross Red Crescent Climate Centre,climate_centre,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Rehabilitation, Education and Community Health (REACH)",reach-iraq,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rene Moawad Foundation,rmf-lb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Resilience,resilience,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Resource Extraction Monitoring,rem,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Responsible Mining Foundation,rmf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Restart Center,restartcenter,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Restless Development,restless,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Retrak,retrak,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Right to Play Netherlands Foundation,rtp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rikolto in Belgium,rikolto_belgium,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rode Kruis-Vlaanderen Internationaal vzw,rkiv,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rojiroti UK,rojiroti,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Rotary Clubs For Development,rc4d,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Royal College of General Practitioners (RCGP),rcgp-international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Royal College of Obstetricians & Gynaecologists,rcog_resilience_in_obstetric_skills,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Royal Institute of International Affairs,riia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Royal Netherlands Football Association,knvb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Royal Society for the Protection of Birds,rspb_,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SCI Projets Internationaux ASBL_Service Civil International branche belge,scibelgium,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SECOURS CATHOLIQUE - CARITAS FRANCE,sccf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SOAS University of London,soas,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SOS Children's Villages Kenya,soscvkenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SOS FAIM - SOS HUNGER,sosfaim,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SOS Italia,sosvdb_italia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
SOS Sahel International UK,sossaheluk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
