Publisher Name,Publisher Registry Id,Transaction - Commitment (with valid data),Transaction - Disbursement or Expenditure (with valid data),Transaction - Traceability (with valid data),Budget (with valid data),Average (with valid data),Transaction - Commitment (with any data),Transaction - Disbursement or Expenditure (with any data),Transaction - Traceability (with any data),Budget (with any data),Average (with any data)
IPE Global Limited,ipeglobal,0.0,100.0,33.33333333333333,100.0,58.33333333333333,0.0,100.0,33.33333333333333,100.0,58.33333333333333
Iraq Foundation,iraq_foundation,66.66666666666666,100.0,0.0,100.0,66.66666666666666,66.66666666666666,100.0,0.0,100.0,66.66666666666666
IRC,irc,-,-,-,-,0.0,-,-,-,-,0.0
Ireland - Department of Foreign Affairs,irishaid,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
IREX (International Research and Exchange Board),irex,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
"Iringa Development of Youth, Disabled and Children Care",idydc,-,-,-,-,0.0,-,-,-,-,0.0
Irise International,irise_int,-,-,-,-,0.0,-,-,-,-,0.0
Irrawaddy Policy Exchange,ipe,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Islamic Relief Worldwide,irw,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
IT for Change,itforchange,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Itad,itad,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
ITECO - Centre de formation pour le développement,iteco,-,-,-,-,0.0,-,-,-,-,0.0
IUCN Nederlands Comité,iucn_nl,93.33333333333333,93.33333333333333,100.0,100.0,96.66666666666666,93.33333333333333,93.33333333333333,100.0,100.0,96.66666666666666
Japan International Cooperation Agency (JICA),jica,30.512422360248447,4.545454545454546,100.0,0.0,33.764469226425746,30.512422360248447,4.545454545454546,100.0,0.0,33.764469226425746
Jeevika Trust,jeevika_trust,-,-,-,-,0.0,-,-,-,-,0.0
Jinja district union of persons with disabilities,jidu2021,0.0,-,-,100.0,25.0,0.0,-,-,100.0,25.0
Johns Hopkins University,gi-jhu,-,-,-,-,0.0,-,-,-,-,0.0
Jordan Open Source Association,josa,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Jordan River Foundation,jrf,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Jordan River Foundation,jrf_2022,-,-,-,-,0.0,-,-,-,-,0.0
Joshua Orphan and Community Care,jocc_uk,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
JoWomenomics,jowomenomics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Just Associates,jass,57.14285714285714,92.85714285714286,100.0,100.0,87.5,57.14285714285714,92.85714285714286,100.0,100.0,87.5
Justice For All Prison Fellowship Ethiopia,jfa-pfe,-,-,-,-,0.0,-,-,-,-,0.0
Kadaster International,kad,0.0,0.0,-,50.0,12.5,0.0,0.0,-,100.0,25.0
Karuna Mission Social Solidarity - KMSS,kmss,-,-,-,-,0.0,-,-,-,-,0.0
Karuna Trust,karuna,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Kathmandu Medical College Public Limited,kmc,-,-,-,-,0.0,-,-,-,-,0.0
Kemitraan Bagi Pembaruan Tata Pemerintahan,kemitraan,-,-,-,-,0.0,-,-,-,-,0.0
Kenya Community Development Foundation,kcdf,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kenya National Commission on Human Rights,knchr,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Kenya Private Sector Alliance,kepsa,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Kepa ry,kepa,-,-,-,-,0.0,-,-,-,-,0.0
Kerk in Actie,kerk_in_actie,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kesho Kenya,kesho_kenya,0.0,100.0,100.0,0.0,50.0,0.0,100.0,100.0,0.0,50.0
kidasha,kidasha,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
King Hussein Foundation,khf,-,-,-,-,0.0,-,-,-,-,0.0
King Salman Humanitarian Aid and Relief Centre,ksrelief291,0.0,99.12280701754386,99.81684981684981,100.0,74.73491420859841,0.0,99.12280701754386,99.81684981684981,100.0,74.73491420859841
King's College London,kingscollegelondon,0.0,100.0,50.0,100.0,62.5,0.0,100.0,50.0,100.0,62.5
Kisumu Medical and Education Trust,kmet,-,-,-,-,0.0,-,-,-,-,0.0
KITUO CHA SHERIA,kituo,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
KIYO,kiyo,-,-,-,-,0.0,-,-,-,-,0.0
Koepel van de Vlaamse Noord-Zuidbeweging 11.11.11 VZW,111111_publisher,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Koninklijk Nederlands Meteorologisch Instituut,knmi,-,-,-,-,0.0,-,-,-,-,0.0
KPMG East Africa,kpmgea,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
KPMG LLP,kpmgllp,-,-,-,-,0.0,-,-,-,-,0.0
Kvinna till Kvinna,ktk,66.66666666666666,33.33333333333333,100.0,100.0,75.0,66.66666666666666,33.33333333333333,100.0,100.0,75.0
KwaAfrica,kwaafrica,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Kwame Nkrumah University of Science and Technology,knust,-,-,-,-,0.0,-,-,-,-,0.0
Kyiv School of Economics and Management,kse,-,-,-,-,0.0,-,-,-,-,0.0
LAMB Health Care Foundation,lhcf,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Land Equity International,lei,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Landell Mills,landell-mills,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Larive International,larive,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Laïcité et Humanisme en Afrique Centrale (LHAC),lhac,-,-,-,-,0.0,-,-,-,-,0.0
Le Monde selon les femmes asbl,mondefemmes,50.0,100.0,-,100.0,62.5,50.0,100.0,-,100.0,62.5
LEAD International,lead_international,-,-,-,-,0.0,-,-,-,-,0.0
Leaders of Tomorrow,sqf,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Learning for Life,learningforlife,-,-,-,-,0.0,-,-,-,-,0.0
Legal Action Worldwide,law,-,-,-,-,0.0,-,-,-,-,0.0
Lemann Foundation,lemann,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Leonard Cheshire Disability,lcd_admin,25.0,100.0,75.0,25.0,56.25,25.0,100.0,75.0,25.0,56.25
Lepra,lepra,-,-,-,-,0.0,-,-,-,-,0.0
Liga Internacional de Mujeres por la Paz y la Libertad - Limpal Colombia,limpal-colombia,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Light Castle Partners,lcp,-,-,-,-,0.0,-,-,-,-,0.0
Light For The World Belgium,lftw-be,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Light for the World International,lftw-int,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Link Community Development International,lcdi_admin,0.0,100.0,100.0,66.66666666666666,66.66666666666666,0.0,100.0,100.0,66.66666666666666,66.66666666666666
Link Community Development Scotland,lcds,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
"Lithuania, Ministry of Foreign Affairs",lithuania_mfa,-,-,-,-,0.0,-,-,-,-,0.0
Lively Minds,livelyminds,-,-,-,-,0.0,-,-,-,-,0.0
Liverpool School of Tropical Medicine,lstm,0.0,100.0,75.0,83.33333333333334,64.58333333333334,0.0,100.0,75.0,83.33333333333334,64.58333333333334
Living Earth Foundation,livingearth12,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
living peace institute,lpi,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
LIWA programme trust,liwa-admin,-,-,-,-,0.0,-,-,-,-,0.0
Local Development and Small Projects Support,ldsps,-,-,-,-,0.0,-,-,-,-,0.0
London Business School,lbs,-,-,-,-,0.0,-,-,-,-,0.0
London School of Economics and Political Science,lse,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
London School of Hygiene and Tropical Medicine,lshtm,50.0,100.0,50.0,100.0,75.0,50.0,100.0,50.0,100.0,75.0
Loughborough University,lboro,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Louvain Coopération,lc,-,-,-,-,0.0,-,-,-,-,0.0
LTS International Limited,lts,0.0,100.0,100.0,88.88888888888889,72.22222222222223,0.0,100.0,100.0,88.88888888888889,72.22222222222223
Luminate Foundation Inc.,luminate,100.0,99.23076923076923,100.0,0.0,74.8076923076923,100.0,99.23076923076923,100.0,0.0,74.8076923076923
M&C Saatchi,mcs_new,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Maastricht School of Management,msm-ipd,-,-,-,-,0.0,-,-,-,-,0.0
MADE in Europe,mie-1134415,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
MAG,mag,0.0,100.0,-,85.71428571428571,46.42857142857143,0.0,100.0,-,85.71428571428571,46.42857142857143
Magariro,magariro,-,-,-,-,0.0,-,-,-,-,0.0
Mainline,mainline,-,-,-,-,0.0,-,-,-,-,0.0
Makerere University School of Public Health,maksph,0.0,0.0,-,91.66666666666666,22.916666666666664,0.0,0.0,-,91.66666666666666,22.916666666666664
Malaria Consortium,malariaconsortium,44.44444444444444,75.0,-,100.0,54.861111111111114,44.44444444444444,75.0,-,100.0,54.861111111111114
Mama Cash,mamac,40.0,100.0,100.0,100.0,85.0,40.0,100.0,100.0,100.0,85.0
MAMTA - Health Institute for Mother and Child,mamta_himc,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Mango Tree Property Management LTD,mangotree,-,-,-,-,0.0,-,-,-,-,0.0
MannionDaniels,manniondaniels,66.66666666666666,100.0,-,100.0,66.66666666666666,66.66666666666666,100.0,-,100.0,66.66666666666666
MapAction,mapaction,0.0,75.0,0.0,100.0,43.75,0.0,75.0,0.0,100.0,43.75
Marsa Sexual Health Center,marsa_welead,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
marysmeals,marysmeals,0.0,50.0,100.0,100.0,62.5,0.0,50.0,100.0,100.0,62.5
Mastercard Foundation,mastercard-foundation,100.0,0.0,-,0.0,25.0,100.0,0.0,-,0.0,25.0
Max Foundation,max-foundation,60.0,100.0,80.0,80.0,80.0,60.0,100.0,80.0,80.0,80.0
Maxwell Stamp PLC,mstamp,0.0,0.0,0.0,33.33333333333333,8.333333333333332,0.0,0.0,0.0,100.0,25.0
McKinsey & Company,mck,0.0,0.0,0.0,75.0,18.75,0.0,0.0,0.0,100.0,25.0
McKinsey Development Partners,mdp,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
MDF Global,mdf,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MedAccess Guarantee Limited,medaccess,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Medair,medair,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Medecins du Monde Belgique - Dokters van de Wereld Belgïe,medecins,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Medecins du Monde France,mdm-fr,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Media Development Investment Fund,mdif,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
"Medical Research Centre (MRC), Sierra Leone",mrc-sierra-leone,-,-,-,-,0.0,-,-,-,-,0.0
MedicineAfrica Ltd.,medafrica,-,-,-,-,0.0,-,-,-,-,0.0
Medicos del Mundo,mdm_spain,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Memisa,memisa,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Meningitis Research Foundation,mrf,-,-,-,-,0.0,-,-,-,-,0.0
Mensen met een Missie,mm1,76.92307692307693,84.61538461538461,100.0,100.0,90.38461538461539,76.92307692307693,84.61538461538461,100.0,100.0,90.38461538461539
Mercy Corps Europe,mce,72.72727272727273,100.0,36.36363636363637,100.0,77.27272727272728,72.72727272727273,100.0,36.36363636363637,100.0,77.27272727272728
Mercy Corps Global,mcg,-,-,-,-,0.0,-,-,-,-,0.0
Mercy Corps Netherlands,mcn,-,-,-,-,0.0,-,-,-,-,0.0
Mercy Ships UK Limited,msuk,-,-,-,-,0.0,-,-,-,-,0.0
Mercy-USA for Aid and Development,mercy-usa,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
MICAIA,mic-uk,0.0,50.0,0.0,100.0,37.5,0.0,50.0,0.0,100.0,37.5
Micaia Foundation,micfound,50.0,100.0,50.0,100.0,75.0,50.0,100.0,50.0,100.0,75.0
Micro Insurance Academy,mia_india,-,-,-,-,0.0,-,-,-,-,0.0
MicroLoan Foundation,mlf,-,-,-,-,0.0,-,-,-,-,0.0
Miel Maya Honing asbl,mmha,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Mifumi UK,mifumi_uk,-,-,-,-,0.0,-,-,-,-,0.0
Milieudefensie,foenl,82.35294117647058,100.0,41.17647058823529,100.0,80.88235294117646,82.35294117647058,100.0,41.17647058823529,100.0,80.88235294117646
Millennium Challenge Corporation,millenniumchallenge,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Ministry of Foreign Affairs - United Arab Emirates (UAE),mofaic_uae,0.0,100.0,-,0.0,25.0,0.0,100.0,-,0.0,25.0
Ministry of Foreign Affairs of  Japan,mofa-jpn,100.0,0.0,-,0.0,25.0,100.0,0.0,-,0.0,25.0
Ministry of Foreign and European Affairs of the Slovak Republic,slovakaid,95.25862068965517,98.49137931034483,-,0.0,48.4375,95.25862068965517,98.49137931034483,-,0.0,48.4375
Ministère de l'Economie et des Finances du Bénin,mefbenin,-,-,-,-,0.0,-,-,-,-,0.0
Minority Rights Group,mrg,0.0,33.33333333333333,0.0,33.33333333333333,16.666666666666664,0.0,33.33333333333333,0.0,33.33333333333333,16.666666666666664
Mission Øst,missioneast,0.0,0.0,100.0,0.0,25.0,0.0,0.0,100.0,0.0,25.0
Mondiaal FNV,mondiaalfnv,100.0,88.88888888888889,71.42857142857143,100.0,90.07936507936508,100.0,88.88888888888889,71.42857142857143,100.0,90.07936507936508
Montrose International LLP,montrose_llp,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
mothers2mothers,m2m_sa,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Motivation,motivation,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Mott MacDonald Limited,mml,91.66666666666666,16.666666666666664,100.0,100.0,77.08333333333333,91.66666666666666,16.666666666666664,100.0,100.0,77.08333333333333
MSI Reproductive Choices,msi,100.0,100.0,90.0,100.0,97.5,100.0,100.0,90.0,100.0,97.5
Mukisa Foundation,mukisa_foundation,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Mulanje Mission Hospital,mmh,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Multilateral Investment Fund,fomin,100.0,100.0,100.0,0.0,75.0,100.0,100.0,100.0,0.0,75.0
Musalaha Ministry of Reconciliation,mmr_admin2,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Musawah Global Vision Berhad,musawah,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Muslim Aid,muslimaid,-,-,-,-,0.0,-,-,-,-,0.0
MVO Nederland,mvo_nederland,-,-,-,-,0.0,-,-,-,-,0.0
Mwatana for Human Rights,mwatana,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Mzumbe University,m_u,0.0,50.0,-,100.0,37.5,0.0,50.0,-,100.0,37.5
Médecins Sans Vacances,msv,75.0,100.0,-,100.0,68.75,75.0,100.0,-,100.0,68.75
NAGAAD,nagaad,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"Namati, Inc",namati_inc,-,-,-,-,0.0,-,-,-,-,0.0
Nathan Associates London Ltd.,nathan,0.0,27.27272727272727,100.0,81.81818181818183,52.27272727272727,0.0,27.27272727272727,100.0,81.81818181818183,52.27272727272727
National Coalition of Human Rights Defenders - Kenya,nchrdk,100.0,0.0,100.0,100.0,75.0,100.0,0.0,100.0,100.0,75.0
National Union of Women With Disabilities of Uganda,nuwodu,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Natural Justice,nj_1,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Natural Resource Governance Institute (NRGI),nrgi,-,-,-,-,0.0,-,-,-,-,0.0
"Natural Resources Institute, University of Greenwich.",nri,25.0,50.0,0.0,50.0,31.25,25.0,50.0,0.0,50.0,31.25
Nature and Development Foundation,ndf_fgm,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Near East Foundation (NEF USA),nef_usa,-,-,-,-,0.0,-,-,-,-,0.0
Near East Foundation Mali (NEF Mali),nef_mali,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Near East Foundation UK (NEF UK),nef-uk,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Neem Foundation,neem,-,-,-,-,0.0,-,-,-,-,0.0
Nepal Disabled Human Rights Center,dhrc_nepal,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Nepal Netra Jyoti Sangh,nnjs_nepal,-,-,-,-,0.0,-,-,-,-,0.0
Netherlands - Ministry of Foreign Affairs,minbuza_nl,100.0,99.45054945054946,100.0,100.0,99.86263736263737,100.0,99.45054945054946,100.0,100.0,99.86263736263737
Netherlands Commission for Environmental Assessment,ncea,0.0,100.0,100.0,0.0,50.0,0.0,100.0,100.0,0.0,50.0
Netherlands Enterprise Agency (RVO),rvo,80.0,97.09897610921502,97.16981132075472,94.6236559139785,92.22311083598706,80.0,97.09897610921502,97.16981132075472,94.6236559139785,92.22311083598706
Netherlands Food Partnership,nfp,100.0,100.0,50.0,100.0,87.5,100.0,100.0,50.0,100.0,87.5
Netherlands Institute for Multiparty Democracy (NIMD),nimd-hq,63.33333333333333,56.666666666666664,100.0,93.33333333333333,78.33333333333333,63.33333333333333,56.666666666666664,100.0,93.33333333333333,78.33333333333333
Netherlands Organisation for Scientific Research (NWO),nwo,100.0,0.0,100.0,100.0,75.0,100.0,0.0,100.0,100.0,75.0
Netherlands Red Cross,nlrc,37.28813559322034,100.0,90.19607843137256,100.0,81.87105350614823,37.28813559322034,100.0,90.19607843137256,100.0,81.87105350614823
Netherlands Space Office,nso,100.0,0.0,100.0,100.0,75.0,100.0,0.0,100.0,100.0,75.0
Netherlands Water Partnership,nwp,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Network for Africa,network4africa,-,-,-,-,0.0,-,-,-,-,0.0
Network For Enterprise Enhancement and Development Support,needs,-,-,-,-,0.0,-,-,-,-,0.0
New York University,nyu,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme,mfat,45.49295774647887,100.0,100.0,40.845070422535215,71.58450704225352,45.49295774647887,100.0,100.0,40.845070422535215,71.58450704225352
NGO Federation of Nepal,nfn,-,-,-,-,0.0,-,-,-,-,0.0
Ngo-federatie (Vlaamse federatie van ngo's voor ontwikkelingssamenwerking),ngo-federatie,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Niger Delta Stakeholders Initiative for Community Development and Empowerment,ndsicde,50.0,100.0,100.0,100.0,87.5,50.0,100.0,100.0,100.0,87.5
NIRAS A/S,niras,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
NKHOMA MISSION HOSPITAL,nmhiati,-,-,-,-,0.0,-,-,-,-,0.0
NLR,nlr,100.0,100.0,100.0,0.0,75.0,100.0,100.0,100.0,0.0,75.0
NLR Indonesia,nlr_indonesia,-,-,-,-,0.0,-,-,-,-,0.0
Non-Timber Forest Products Exchange Programme,ntfp-ep,100.0,100.0,14.285714285714285,100.0,78.57142857142857,100.0,100.0,14.285714285714285,100.0,78.57142857142857
Nonviolent Peaceforce South Sudan,npss,100.0,66.66666666666666,66.66666666666666,0.0,58.33333333333333,100.0,66.66666666666666,66.66666666666666,0.0,58.33333333333333
Norad - Norwegian Agency for Development Cooperation,norad,100.0,99.3755853886981,100.0,56.35179153094463,88.93184422991068,100.0,99.3755853886981,100.0,56.35179153094463,88.93184422991068
NORSAAC,norsaac,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
Northern Ireland Cooperation Overseas Ltd,nico,-,-,-,-,0.0,-,-,-,-,0.0
Northern Network for Education Development,nned,0.0,20.0,0.0,80.0,25.0,0.0,20.0,0.0,80.0,25.0
Northern Rangelands Trust,nrt-kenya,-,-,-,-,0.0,-,-,-,-,0.0
Norwegian People's Aid,npa,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Norwegian Refugee Council,nrc,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
"NpM, Platform for Inclusive Finance",npm,0.0,33.33333333333333,0.0,100.0,33.33333333333333,0.0,33.33333333333333,0.0,100.0,33.33333333333333
Nuffic,nuffic20171017,2.793296089385475,75.31645569620254,100.0,21.787709497206702,49.97436532069867,2.793296089385475,75.31645569620254,100.0,21.787709497206702,49.97436532069867
Nutrition International,nutritionintl,-,-,-,-,0.0,-,-,-,-,0.0
OCHA Country Based Pooled Funds,unocha-cbpf,100.0,79.74860335195531,0.0,100.0,69.93715083798882,100.0,79.74860335195531,0.0,100.0,69.93715083798882
ODI,odi,100.0,100.0,80.0,100.0,95.0,100.0,100.0,80.0,100.0,95.0
ODI Sales Limited,odi_sales_ltd,100.0,100.0,60.0,100.0,90.0,100.0,100.0,60.0,100.0,90.0
OECD,oecd,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Office for National Statistics,ons,0.0,100.0,50.0,100.0,62.5,0.0,100.0,50.0,100.0,62.5
Okapi Consulting,okapiconsulting,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
Olamma Cares Foundation,olammacares,-,-,-,-,0.0,-,-,-,-,0.0
Omidyar Network Fund Inc.,omidyarnetwork,-,-,-,-,0.0,-,-,-,-,0.0
One Acre Fund,oneacrefund,0.0,11.11111111111111,100.0,11.11111111111111,30.555555555555557,0.0,11.11111111111111,100.0,11.11111111111111,30.555555555555557
One to One Children's Fund,onetoonecf,-,-,-,-,0.0,-,-,-,-,0.0
One Young World,oyw,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
ONG ALCRER,alcrer-1,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Open Capital Advisors,oca,-,-,-,-,0.0,-,-,-,-,0.0
openmindedly,openmindedly,-,-,-,-,0.0,-,-,-,-,0.0
OpenNorth,opennorth,-,-,-,-,0.0,-,-,-,-,0.0
Opportunity International Savings and Loans Ltd,oisl_gh,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Opportunity International UK,opportunity-international-uk,20.0,60.0,40.0,100.0,55.0,20.0,60.0,40.0,100.0,55.0
Options Consultancy Services,options,0.0,100.0,94.44444444444444,100.0,73.61111111111111,0.0,100.0,94.44444444444444,100.0,73.61111111111111
Orbis Africa,orbis_africa,-,-,-,-,0.0,-,-,-,-,0.0
Orbis Charitable Trust,orbis_uk,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Orbis Ethiopia,orbis_ethiopia,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Orbis International,orbis_international,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
OurLoop Stitchting,loop,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Oxfam America,oxfamus,0.0,89.74358974358975,-,100.0,47.43589743589744,0.0,89.74358974358975,-,100.0,47.43589743589744
Oxfam Australia,oau,0.0,99.16666666666667,100.0,99.2,74.59166666666667,0.0,99.16666666666667,100.0,99.2,74.59166666666667
Oxfam GB,oxfamgb,86.17021276595744,100.0,100.0,100.0,96.54255319148936,86.17021276595744,100.0,100.0,100.0,96.54255319148936
Oxfam IBIS,ibis_denmark,0.0,0.0,0.0,75.0,18.75,0.0,0.0,0.0,75.0,18.75
Oxfam India,oxfamindia,-,-,-,-,0.0,-,-,-,-,0.0
Oxfam Intermón,oxfamintermon,1.2195121951219512,1.2195121951219512,100.0,100.0,50.609756097560975,1.2195121951219512,1.2195121951219512,100.0,100.0,50.609756097560975
Oxfam Novib,onl,0.0,99.32236205227493,86.99248120300751,98.41379310344827,71.18215908968267,0.0,99.32236205227493,86.99248120300751,98.41379310344827,71.18215908968267
Oxfam Solidarité-Solidariteit,oxsol,-,-,-,-,0.0,-,-,-,-,0.0
Oxfam Wereldwinkels,oww,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Oxfam-Magasins du monde (omdm),omdm,-,-,-,-,0.0,-,-,-,-,0.0
Oxfam-Quebec,oqc,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Oxford Policy Management,opml,0.0,23.076923076923077,33.33333333333333,100.0,39.1025641025641,0.0,23.076923076923077,33.33333333333333,100.0,39.1025641025641
Pact,pact,100.0,0.0,-,0.0,25.0,100.0,0.0,-,0.0,25.0
Palestinian Working Women Society for Development,pwwsd_2022,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Palladium Europe,palladium_eur,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Palladium International Ltd (UK),palladium,92.85714285714286,100.0,35.714285714285715,100.0,82.14285714285714,92.85714285714286,100.0,35.714285714285715,100.0,82.14285714285714
Palliative Care Association of Malawi,pacam,-,-,-,-,0.0,-,-,-,-,0.0
Palliative Care Support Trust,pcst,0.0,100.0,50.0,100.0,62.5,0.0,100.0,50.0,100.0,62.5
Pan Africa ILGA,pai155669,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Pan African Climate Justice Alliance,pacja,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Panos Institute West Africa (PIWA),ipao,0.0,24.137931034482758,-,13.793103448275861,9.482758620689655,0.0,24.137931034482758,-,13.793103448275861,9.482758620689655
Paradigm Initiative,paradigm,-,-,-,-,0.0,-,-,-,-,0.0
Partnership for African Social & Governance Research (PASGR),pasgr,-,-,-,-,0.0,-,-,-,-,0.0
partos,partos_nl,71.42857142857143,100.0,83.33333333333334,85.71428571428571,85.11904761904762,71.42857142857143,100.0,83.33333333333334,85.71428571428571,85.11904761904762
Pastoralist Girls Initiative,pgi_kenya,0.0,100.0,100.0,0.0,50.0,0.0,100.0,100.0,0.0,50.0
PATH,_path_,0.0,33.33333333333333,100.0,66.66666666666666,49.99999999999999,0.0,33.33333333333333,100.0,66.66666666666666,49.99999999999999
Pathfinder International,pathfinder1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
