Publisher Name,Publisher Registry Id,Version (with valid data),Reporting Organisation (with valid data),IATI Identifier (with valid data),Participating Organisation (with valid data),Title (with valid data),Description (with valid data),Status (with valid data),Activity Date (with valid data),Sector (with valid data),Country or Region (with valid data),Average (with valid data),Version (with any data),Reporting Organisation (with any data),IATI Identifier (with any data),Participating Organisation (with any data),Title (with any data),Description (with any data),Status (with any data),Activity Date (with any data),Sector (with any data),Country or Region (with any data),Average (with any data)
Special Hope Network,shn,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Stakeholder Democracy Network,sdn,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
STAR-Ghana Foundation,star_ghanafoundation,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stars Foundation,starsfoundation,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
STC International,stc-international,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stellenbosch University,su-impala,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Stichting ActionAId,aanl,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting Aflatoun International,aflatoun,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Stichting Agriterra,agriterra,100.0,100.0,100.0,82.75862068965517,100.0,100.0,100.0,100.0,100.0,87.93103448275862,97.06896551724137,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.93103448275862,98.79310344827586
Stichting Aidenvironment,aidenvironment,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Stichting Beheer Subsidiegelden DRA,stichting-subsidiegelden-dra,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Stichting Deltares,deltares,100.0,100.0,100.0,16.666666666666664,100.0,100.0,100.0,100.0,100.0,100.0,91.66666666666667,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting Fern,stichtingfern,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting fondsbeheer DGGF lokaal MKB,dggf_financing_local_smes,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.93617021276596,99.8936170212766,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting Habitat for Humanity Nederland,hfhnl,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting Health Action International,hai,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting Humana,humana_houben,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting Kinderpostzegels Nederland,skn,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Stichting Leprazending Nederland - The Leprosy Mission Netherlands,leprazending-tlm-nl,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting Liliane Fonds,slf,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting Mayday Rescue Foundation,maydayrescue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting Nederlands Instituut voor Internationale Betrekkingen 'Clingendael',clingendael,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,75.0,92.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,97.5
Stichting Onderzoek Multinationale Ondernemingen (SOMO),somo,100.0,100.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,95.0
Stichting Red een Kind,redeenkind,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting RNW Media,rnw_org,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting Vluchteling,st_vluchteling,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting VSO Nederland,vso_nl,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting VU Amsterdam - Amsterdam Centre for World Food Studies,acwfs_vu,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,90.0
Stichting Wilde Ganzen/ IKON,nl_wg,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting Wings For Aid Foundation,wfaf,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting Woord en Daad,w-d,100.0,100.0,100.0,87.5,100.0,100.0,100.0,100.0,100.0,100.0,98.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stockholm International Water Institute,siwi,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Street Child,street_child,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
StreetInvest,si,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Stromme Foundation,stromme_ug,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Studio Globo,sg,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Support Trust for Africa Development (STAD),stad,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Survivors Fund (SURF),surf,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Sustainable Development Institute,sdi,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Sustainable Hospitality Alliance,sha,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"Sweden, through Swedish International Development Cooperation Agency (Sida)",sida,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Swisscontact,swisscontact,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Switzerland - Swiss Agency for Development and Cooperation (SDC),sdc_ch,100.0,100.0,100.0,50.715167356421986,99.9782182531039,97.42249328396137,100.0,38.829594133449504,100.0,64.84426050969287,85.17897335366295,100.0,100.0,100.0,100.0,99.9782182531039,97.42249328396137,100.0,100.0,100.0,100.0,99.74007115370652
Sympany+,simone_sympany,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Synergie des Femmes pour la Paix et la Réconciliation des Peuples des Grands Lacs d'Afrique,spr,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Synergía - Initiatives for Human Rights,synergiaihr,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Syria Justice and Accountability Centre (SJAC),sjac,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Syria Relief,sr,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Syrian Center for Media and Freedom of Expression,scm,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Tameer-e-Khalaq Foundation,tkf1234,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Tanager,tan,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Target TB,targettb,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
TB Alert,tbalert,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Teach A Man To Fish,tamtf,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Teach For Pakistan,tfp,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
TEAR fund Nederland,tear,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Tearfund,tearfund,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Tearfund VZW (TFBE),tfb_admin1,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
TechnoServe,tns,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Terre des Hommes Netherlands,tdh_nl,100.0,100.0,100.0,99.69604863221885,100.0,100.0,100.0,100.0,38.297872340425535,90.5775075987842,92.85714285714286,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,38.297872340425535,92.09726443768997,93.03951367781156
Terre des hommes- Aide à l'enfance dans le monde- Fondation,tdh_foundation,100.0,100.0,66.66666666666666,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.66666666666666,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Access to Nutrition Foundation,atnf,100.0,100.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The AGRI3 Fund,agri3_fund,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Asia Foundation,taf,100.0,100.0,100.0,33.33333333333333,100.0,100.0,100.0,100.0,100.0,100.0,93.33333333333333,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Carter Center,carter-center,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
the center for victimized women and children,cavwoc,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
The Centre for Economic Governance and Accountability in Africa  (CEGAA),cegaa,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Climate Change Organisation,climate-group,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
The Coca-Cola Export Corporation,tccec,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
The Commonwealth Secretariat,commonwealthsecretariat,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,97.14285714285714,89.71428571428571,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.14285714285714,99.71428571428571
The Convention on Business Integrity,cbi-nigeria,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
The Education Commission,educomm,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Faraday Institution,thefaradayinstitution,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Foundation Center,foundation_center,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
The Fred Hollows Foundation (UK),fhfuk,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
The Freedom Fund,tff,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Freedom Fund (US),tffus,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
The Global Alliance for Improved Nutrition,gain,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Global Center on Adaptation,gca,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"The Global Development Incubator, Inc",gdi,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Global Forum on MSM & HIV (MSMGF),msmgf,100.0,100.0,83.33333333333334,83.33333333333334,100.0,100.0,100.0,100.0,100.0,100.0,96.66666666666667,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",theglobalfund,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Global Initiative Against Transnational Organized Crime,gi-toc,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
the global steering group for impact investment,gsg,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Hague Academy for Local Governance,tha,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The HALO Trust,halo,100.0,100.0,100.0,57.14285714285714,100.0,100.0,100.0,100.0,100.0,100.0,95.71428571428571,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Hunger Project Netherlands,thp_org,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Institute for Strategic Dialogue,isdglobal,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
The International Children's Trust,theict,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The International Institute for Strategic Studies,iiss,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The International Institute for Sustainable Development,iisd,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The International Rescue Committee,irc_inc,100.0,100.0,100.0,97.72727272727273,100.0,100.0,100.0,100.0,100.0,97.72727272727273,99.54545454545455,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.72727272727273,99.77272727272728
The Legal Aid Forum,laf,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,95.0
The Leprosy Mission England and Wales,tlmew,100.0,100.0,100.0,33.33333333333333,100.0,100.0,100.0,100.0,100.0,100.0,93.33333333333333,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Leprosy Mission Nepal,tlmnepal,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Liaison Office,tlo,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
The Mailman School of Public Health,mailman_school_of_public_health,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The MENTOR Initiative,the_mentor_initiative,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The National Association of Municipalities of Benin (ANCB),ancb_benin,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
The OPEC Fund for International Development (OFID),ofid,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Open University,open_university,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Palestinian Initiative for the Promotion of Global Dialogue and Democracy-MIFTAH,miftah,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"The Population Council, Inc.",populationcouncil,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Power of Nutrition,the_power_of_nutrition,100.0,100.0,100.0,46.15384615384615,100.0,100.0,100.0,100.0,100.0,100.0,94.61538461538461,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Princess Alia Foundation,paf_2018,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
The Proforest Initiative UK,pi-uk,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
The Queen Elizabeth Diamond Jubilee Trust,qedjt,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Salvation Army International Development UK,said-uk,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Samdhana Institute,samdhana_institute,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The Uganda Association of Women Lawyers ( FIDA Uganda),fidauganda,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA),unrwa,100.0,100.0,100.0,1.1661807580174928,100.0,100.0,100.0,100.0,99.41690962099126,100.0,90.05830903790088,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"The University of Dodoma (UDOM), Tanzania",udom,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
The University of Manchester,uom,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666666,96.66666666666666,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The University of Oxford,oxford,100.0,100.0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,97.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The University of Sheffield,tuos,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"The University of the West of England, Bristol",uwe,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
The William and Flora Hewlett Foundation,hewlett-foundation,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,82.4742268041237,98.24742268041237,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
The World Bank,worldbank,100.0,100.0,100.0,99.95007488766849,100.0,100.0,100.0,99.900149775337,0.04992511233150275,100.0,89.9900149775337,100.0,100.0,100.0,99.95007488766849,100.0,100.0,100.0,100.0,99.05142286570144,100.0,99.90014977533698
Theatre for a Change Malawi,tfacmalawi,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Theatre for a Change UK,tfac,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Third World Network Africa,twnafrica,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Thomson Reuters Foundation,trf,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Tifa Foundation,tifa_foundation,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Timber Trade Federation Ltd.,ttf,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Timidria,timidria,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
TradeMark East Africa,tmea,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
TRAFFIC International,traffic,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Traidcraft Exchange,traidcraft,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
TRAIDE Foundation,traide_foundation,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Transform Africa,transafrica19,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
transforma,transforma,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Transition International,ti_nl,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Transnational Institute,tni,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Transparency International Bangladesh,tib,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Transparency International Kenya,ti_kenya,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Transparency International Secretariat,transparency-international,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,88.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Transparency International UK,ti-uk,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Transparently Lebanese,transparently_lebanese,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
TREE AID,treea,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Triangle Génération Humanitaire,tgh,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
Trianglen,trianglen,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Trias,trias,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
